,connect,connect_ad,connect_k8s,connect_hyscal
0,0.7722818930041152,1.4069012345679013,1.4399393004115226,0.9356275720164609
1,1.2910859492466784,0.8274411611279879,0.9353426002638928,0.948907913713216
2,0.7981251696249254,0.8712185854638224,0.7998002496878901,0.8381913911957879
3,0.8052709605561317,0.8620132887813496,0.7969504935284403,0.8281599262587855
4,0.8755917345021916,0.8601887798882163,0.7952475706764999,1.2123453697905795
5,0.8091087817377125,0.8095383181924063,1.6646662007919868,2.2748474260423945
6,0.8059126742111089,0.7734797045469947,0.7851153125070588,2.163942987508753
7,1.3868545356951154,0.808283234925747,0.790213812846663,0.9884066917158704
8,0.7902297519065546,0.7885819094507192,0.7543199150497152,1.1439965247610773
9,2.8412871054792914,0.8290484571160389,0.8185556728851343,1.5380136102311392
10,0.8356082209377007,0.8249017341040462,0.8049672447013487,0.8212883750802826
11,0.9097845557976276,0.7549997579278626,0.8108293391430647,0.966560154926168
12,1.1653229166666668,0.7545494791666667,0.8325260416666667,0.8294618055555556
13,0.7398470849217118,0.745193512954707,0.7416484676186169,0.7766070082487992
14,0.8135605760338221,0.847115338882283,0.7949478134495971,0.8190154577883472
15,0.7953530808648919,0.7023497062867141,0.7744106986626672,0.7318685164354456
16,1.2075742193508692,0.7468430497872123,0.9492252473978362,0.7824375737066093
17,1.6494068096995476,0.7716936677717312,1.3582619211442628,1.2571856299910344
18,0.7614728160996818,0.7740997714132043,0.7860571018779974,2.3595410335708844
19,0.7753406672308126,0.7895807369797677,2.128740159499449,1.151015719157884
20,1.1076061823049774,0.8259867753843657,0.8826303192568253,0.7731986531986532
21,1.0937575075075074,0.8069794794794795,0.7081931931931932,0.8421283783783784
22,5.335546120703211,0.7977507312010567,1.0738157687832186,0.8316080133345913
23,0.6706274007682458,0.7280295916915636,0.7510802884816019,0.7911888841466306
24,0.8285142118863049,0.7242700258397933,0.7082590439276486,0.9480813953488372
25,0.8028496907370147,0.7209270437439451,0.7230762351889113,0.970939712348163
26,0.6913752012882448,0.7309371980676328,0.8218847020933977,0.7784605475040257
27,0.691549240181567,0.7440089467798171,0.7489849352016315,0.7676942306427209
28,0.70327896117188,0.7624051685537006,0.7257289067997186,1.288305507580119
29,1.107667452766257,0.7694017511046055,1.872684394567781,1.100337751755171
30,0.8338076510547014,1.095351368529774,2.5484574742779964,1.2189234497278831
31,0.8553678282294966,0.800489264343541,0.8552082600023466,0.9084195705737416
32,0.82871269623533,0.7893918609967993,0.9702532787724784,0.8101447950007621
33,0.8295388745086759,0.7389972198255201,0.8373003547119164,0.8305665803853897
34,0.7259282299406716,0.7455100512643281,0.7037405679396348,0.8066678186740395
35,0.7599684471489745,0.7689925625422582,0.7823033581248592,1.0435789948163174
36,1.822120671188861,0.8275901463762941,4.437007417985639,1.0719854020389543
37,0.7506783328629222,0.896024085050334,0.8060777119202183,0.8213039796782388
38,0.7529980107985224,0.7851974992895709,0.7264222790565501,1.0903012219380506
39,2.7500297927054906,0.7812864176623703,1.332583184369806,3.3721554238404368
40,3.33305114638448,0.7665667254556143,0.825968253968254,0.7898953556731334
41,0.8184404347367309,0.7746445781013682,0.7983567232949949,0.7803566529492455
42,0.9026088381045992,0.7658139820616784,7.499271818814759,1.064222467952656
43,1.3162464135021097,0.8106272855133615,0.8130599156118143,1.1078042194092828
44,0.7146649237472766,0.7473185185185185,0.6943773420479303,0.8407198257080608
45,1.5108854006360932,0.7522848055812045,2.2371710953797748,2.1152409288328036
46,1.4394593876602244,0.7656970179982733,0.8536189147904629,0.7667277678156339
47,0.831965811965812,0.7509596741811507,0.7680089485458613,0.775779269202088
48,0.8474820522953304,0.7886610024369359,0.8561838898768359,0.8066719357175789
49,1.2463618135954984,1.495008319467554,1.1115979067786297,1.8702778844922523
50,0.7867376845006228,0.7423536582134245,2.1844015157537697,0.8431841428836421
51,0.7945466426200372,0.7649671972607752,2.0892861810293004,0.8068898821192401
52,0.8020677876404224,0.7883216665463905,1.267003439898006,0.7880868874936855
53,0.7965886894121914,0.7864335120851791,1.4332644232014715,0.7930437035309966
54,0.9222422904542109,0.7897665395678639,1.2215091310455548,2.370791357281424
55,0.8154651130531281,0.7951061173533084,1.2559311971147178,1.7276870578443613
56,0.8380845604640785,0.7945336903168229,1.389624051762606,0.8383668005354752
57,0.7791522157996147,0.8279012345679012,0.8300078498537072,0.8336016556055091
58,0.7786442226136883,0.8182501467997652,0.8814210217263653,0.8031304234357669
59,0.7578331236897274,0.7506817610062894,0.7767245283018868,0.7907454926624738
60,0.9145299145299144,1.4298535663675012,1.0357117995127043,1.6564764336484714
61,0.8279538341158059,0.9610485133020344,0.7346870109546166,0.771244131455399
62,0.7586246347074551,0.7675931107380464,0.8120201454952434,0.8288229807871665
63,0.7119770397703977,0.8241410414104141,0.7085034850348504,0.7494350143501435
64,1.929850998575189,0.7543191093723587,0.7909140525006642,0.8176145282426526
65,0.8213527722553567,0.7430006626905236,0.8054844267726972,0.8290276121051469
66,1.3416109109624292,1.1476325039630575,1.8693834900731447,11.163319863226606
67,0.8837090791807773,0.7564005805515239,0.7225770037090792,0.7189356555394292
68,1.639760646763002,1.0795841088505231,1.5294712876296483,3.774098166765228
69,1.2,1.3303703703703704,1.2429629629629628,1.2414814814814814
70,0.7817663817663818,1.3162393162393162,0.7849572649572649,0.7998860398860399
71,0.9327028010185522,1.0558512577469925,0.8131515637530072,0.9250418455716468
72,1.2777777777777777,1.4377777777777778,1.3,1.2822222222222222
73,1.0336507936507937,1.0984126984126985,1.020952380952381,1.0126984126984129
74,0.9133333333333332,0.9037037037037036,0.9681481481481482,0.9311111111111112
75,0.7502293050022134,0.7443930942895086,0.7779229747675963,0.7416733067729083
76,0.6937890011223344,0.6858518518518518,0.7209068462401795,0.6987946127946127
77,1.078563337109349,1.202016806722689,1.0845865896105602,1.0082445894881484
78,0.9426946631671042,0.8710291318986971,0.9562527296549715,0.962722497811497
79,0.8203993480032601,1.3471312143439282,0.7794430861179027,0.7438739472969301
80,1.222813970770374,1.1677184930196978,1.2001578436134046,2.6515309566177825
81,0.7507317560147749,0.7913706698612359,0.8319297194768893,0.8360507137865628
82,0.7561047254150702,0.8062494678586632,0.7806683695189442,0.7587441464452959
83,5.495586601975798,1.5500942507068802,1.288001611197825,1.1324575807334427
84,0.7926955493124354,0.8877656434474617,0.9823834196891192,0.7865659483077835
85,2.4686376161786003,1.9197350103211561,1.7685548700691718,2.784529084566796
86,0.8238196950725492,0.7990540240928239,1.1214766590219722,0.8350965450913664
87,1.3222222222222222,1.3,1.3066666666666666,1.3088888888888892
88,0.8545679012345679,0.8945679012345679,0.8925925925925926,0.8958024691358024
89,0.8335523193096008,0.7643678532901834,1.6018317152103558,0.8379029126213592
90,0.7909728523079139,0.7649465927366121,0.8269950313242601,0.8980792587791939
91,0.7658855684308012,1.1327803754150572,0.8416398997086129,2.2152894671455354
92,0.8138289296909986,0.7803602527740459,0.7988993382096831,0.7764532019704433
93,0.8451463185735005,0.7660882177288627,1.8983590706139977,0.8117214117111736
94,0.723240284619595,0.697088122605364,0.8647400109469074,0.7757876299945266
95,0.7465950428800302,0.7834058995382149,0.8868231080953727,0.7966487607200076
96,0.7449777034559644,0.7029375696767001,0.6970680044593088,0.6683463396506875
97,0.8530059139153253,0.7710084988054674,0.8183605530098305,5.61367798535229
98,0.7538651090044368,0.7863193845957419,0.7897692234032366,0.8187940885441604
99,0.6917810018508568,0.855914979998806,0.8274452206101857,0.7248934264732223
